File	Creator	Issue	Volume	Journal	ISSN	ID	Citation	Title	Place Labe	Language	Publisher	Date
History_1a-rdf.tsv	Carter, P.	12	34	WASHINGTON MONTHLY	0043-0633	(Uk)RN123992167	WASHINGTON MONTHLY 34(12), 32-37. (2002)	War Dames If America invades Iraq, thousands of female U.S. soldiers will fight on the front lines	xxu	eng	WASHINGTON MONTHLY COMPANY	2002
History_1a-rdf.tsv	Thompson, N.	12	34	WASHINGTON MONTHLY	0043-0633	(Uk)RN123992179	WASHINGTON MONTHLY 34(12), 39-43. (2002)	Bright Lights, Small Village Why helping Africa get solar power is good for America	xxu	eng	WASHINGTON MONTHLY COMPANY	2002
History_1a-rdf.tsv	Mencimer, S.	12	34	WASHINGTON MONTHLY	0043-0633	(Uk)RN123992180	WASHINGTON MONTHLY 34(12), 44-45. (2002)	Bumper Mentality Americans buy SUVs to feel safer. They should buy life insurance, too	xxu	eng	WASHINGTON MONTHLY COMPANY	2002
History_1a-rdf.tsv	Cha, V. D.	4	33	KOREA OBSERVER	0023-3919	(Uk)RN124018961	KOREA OBSERVER 33(4), 507-540. (2002)	Forward Presence, Anti-Americanism, and the U.S. - Korea Alliance's Future	ko	eng	INSTITUTE OF KOREAN STUDIES	2002
History_1a-rdf.tsv	King, M. J.	01-Feb	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124033585	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(1/2), 1-8. (2001)	Idea and Value Exchange Worldwide: American Culture in the World	xxu	eng	SPRINGER	2001
History_1a-rdf.tsv	Cole, K.	01-Feb	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124033615	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(1/2), 19-24. (2001)	The Modern American Road Novel: A Case for Not Fade Away by Jim Dodge	xxu	eng	SPRINGER	2001
History_1a-rdf.tsv	Rosoff, N. G.	01-Feb	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124033627	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(1/2), 25-31. (2001)	"""Every Muscle is Absolutely Free"": Advertising and Advice About Clothing for Athletic American Women, 1880-1920"	xxu	eng	SPRINGER	2001
History_1a-rdf.tsv	Denzer, K. T.	01-Feb	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124033652	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(1/2), 43-46. (2001)	Eliel G. Saarinen, Finnish Architect and Designer in America	xxu	eng	SPRINGER	2001
History_1a-rdf.tsv	Kalsnes, B.	01-Feb	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124033688	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(1/2), 57-64. (2001)	Disconnected Youngsters: Political Participation Among Young American and Norwegian Students	xxu	eng	SPRINGER	2001
History_1a-rdf.tsv	Corbin, C.	01-Feb	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124033690	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(1/2), 65-80. (2001)	American National Identity and the New Landscape of Agriculture: Scale, Power, and Abundance	xxu	eng	SPRINGER	2001
History_1a-rdf.tsv	Nielsen, F.	01-Feb	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124033718	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(1/2), 85-93. (2001)	American History through the Eyes of the American Girls	xxu	eng	SPRINGER	2001
History_1a-rdf.tsv	Decker, J.	01-Feb	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124033755	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(1/2), 119-123. (2001)	Moo!! Oink!! Neigh!! Twanngg!! Themed Public Sculpture Invades American Streets	xxu	eng	SPRINGER	2001
History_1a-rdf.tsv	Daniels, B. C.	01-Feb	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124033834	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(1/2), 172-180. (2001)	"Learning to Live with ""Britain's Eldest Daughter"": Anti-Americanism in Canada and Australia"	xxu	eng	SPRINGER	2001
History_1a-rdf.tsv	Nibert, H. J.	01-Feb	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124033895	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(1/2), 220-223. (2001)	The Exaggerated Hispanic Voices of Hank Azaria in The Birdcage and America's Sweethearts	xxu	eng	SPRINGER	2001
History_1a-rdf.tsv	Martin, S.	01-Feb	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124033937	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(1/2), 231-232. (2001)	Savran, David. Taking It Like a Man: White Masculinity, Masochism, and Contemporary American Culture	xxu	eng	SPRINGER	2001
History_1a-rdf.tsv	Grasso, C.	3	22	JOURNAL OF THE EARLY REPUBLIC	0275-1275	(Uk)RN124041200	JOURNAL OF THE EARLY REPUBLIC 22(3), 465-508. (2002)	Skepticism and American Faith: Infidels, Converts, and Religious Doubt in the Early Nineteenth Century	xxu	eng	SOCIETY FOR HISTORIANS OF THE EARLY AMERICAN	2002
History_1a-rdf.tsv	Buckley, T. E.	3	22	JOURNAL OF THE EARLY REPUBLIC	0275-1275	(Uk)RN124041211	JOURNAL OF THE EARLY REPUBLIC 22(3), 521-522. (2002)	Novak, On Two Wings: Humble Faith and Common Sense at the American Founding	xxu	eng	SOCIETY FOR HISTORIANS OF THE EARLY AMERICAN	2002
History_1a-rdf.tsv	Oberg, B.	3	22	JOURNAL OF THE EARLY REPUBLIC	0275-1275	(Uk)RN124041235	JOURNAL OF THE EARLY REPUBLIC 22(3), 525-527. (2002)	Foletta, Coming to Terms with Democracy: Federalist Intellectuals and the Shaping of an American Culture	xxu	eng	SOCIETY FOR HISTORIANS OF THE EARLY AMERICAN	2002
History_1a-rdf.tsv	Blackmar, E.	3	22	JOURNAL OF THE EARLY REPUBLIC	0275-1275	(Uk)RN124041314	JOURNAL OF THE EARLY REPUBLIC 22(3), 546-548. (2002)	Conron, American Picturesque	xxu	eng	SOCIETY FOR HISTORIANS OF THE EARLY AMERICAN	2002
History_1a-rdf.tsv	Nwokeji, G. U.	2	36	CANADIAN JOURNAL OF AFRICAN STUDIES	0008-3968	(Uk)RN124340810	CANADIAN JOURNAL OF AFRICAN STUDIES 36(2), 374-376. (2002)	David Eltis. The Rise of African Slavery in the Americas	xxc	eng	CANADIAN ASSOCIATION OF AFRICAN STUDIES	2002
History_1a-rdf.tsv	Tosstorff, R.	1	38	INTERNATIONALE WISSENSCHAFTLICHE KORRESPONDENZ ZUR GESCHICHTE DER DEUTSCHEN ARBEITERBEWEGUNG	0046-8428	(Uk)RN124346757	INTERNATIONALE WISSENSCHAFTLICHE KORRESPONDENZ ZUR GESCHICHTE DER DEUTSCHEN ARBEITERBEWEGUNG 38(1), 127-128. (2002)	Paul Buhle, Taking Care of Business. Samuel Gompers, George Meany, Lane Kirkland, and the Tragedy of American Labor, New York 1999	gw	ger	REED REFERENCE PUBLISHING	2002
History_1a-rdf.tsv	Rubner, H.	2	38	INTERNATIONALE WISSENSCHAFTLICHE KORRESPONDENZ ZUR GESCHICHTE DER DEUTSCHEN ARBEITERBEWEGUNG	0046-8428	(Uk)RN124347087	INTERNATIONALE WISSENSCHAFTLICHE KORRESPONDENZ ZUR GESCHICHTE DER DEUTSCHEN ARBEITERBEWEGUNG 38(2), 270-272. (2002)	Howard Kimeldorf, Battling for American Labor. Wobblies, Craft Workers, and the Making of the Union Movement, Berkeley, Los Angeles and London 1999	gw	ger	REED REFERENCE PUBLISHING	2002
History_1a-rdf.tsv	Powell, E. A.	1	56	ARCHAEOLOGY -CAMBRIDGE MASSACHUSETTS THEN NEW YORK-	0003-8113	(Uk)RN124359296	ARCHAEOLOGY -CAMBRIDGE MASSACHUSETTS THEN NEW YORK- 56(1), 32-35. (2003)	Fortress on the Hudson Crumbling ruins are all that's left of the arsenal and summer home of an enterprising American arms dealer	xxu	eng	ARCHAEOLOGICAL INSTITUTE OF AMERICA	2003
History_1a-rdf.tsv	Baker, B. E.	3	89	JOURNAL OF AMERICAN HISTORY -BLOOMINGTON-	0021-8723	(Uk)RN124360020	JOURNAL OF AMERICAN HISTORY -BLOOMINGTON- 89(3), 984-985. (2002)	Stony the Road They Trod: Forced Migration of African Americans in the Slave South, 1790-1865	xxu	eng	THE ORGANIATION OF AMERICAN HISTORIANS	2002
History_1a-rdf.tsv	Hale, G. E.	3	89	JOURNAL OF AMERICAN HISTORY -BLOOMINGTON-	0021-8723	(Uk)RN124360043	JOURNAL OF AMERICAN HISTORY -BLOOMINGTON- 89(3), 989-993. (2002)	Without Sanctuary: Lynching Photography in America	xxu	eng	THE ORGANIATION OF AMERICAN HISTORIANS	2002
History_1a-rdf.tsv	Cross, G.	3	89	JOURNAL OF AMERICAN HISTORY -BLOOMINGTON-	0021-8723	(Uk)RN124360316	JOURNAL OF AMERICAN HISTORY -BLOOMINGTON- 89(3), 1035-1036. (2002)	Cook, The Arts of Deception: Playing with Fraud in the Age of Barnum; and Reiss, The Showman and the Slave: Race, Death, and Memory in Barnum's America	xxu	eng	THE ORGANIATION OF AMERICAN HISTORIANS	2002
History_1a-rdf.tsv	Spira, H.	4	52	REVUE SUISSE D HISTOIRE	0036-7834	(Uk)RN124432236	REVUE SUISSE D HISTOIRE 52(4), 527-528. (2002)	Godevilla, A. M.: La Suisse - La Guerre - Les Fonds en Desherence et la Politique americaine	sz	fre	UNTERSTUETZUNG DER SCHWEIZERISCHEN AKADEMIE DER GEISTES	2002
History_1a-rdf.tsv	Estes, T.	2	65	HISTORIAN -ALBUQUERQUE THEN ALLENTOWN-	0018-2370	(Uk)RN124483220	HISTORIAN -ALBUQUERQUE THEN ALLENTOWN- 65(2), 293-318. (2002)	John Jay, the Concept of Deference, and the Transformation of Early American Political Culture	xxu	eng	MICHIGAN STATE UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Browning, R.	2	65	HISTORIAN -ALBUQUERQUE THEN ALLENTOWN-	0018-2370	(Uk)RN124483359	HISTORIAN -ALBUQUERQUE THEN ALLENTOWN- 65(2), 441-442. (2002)	Robert F. Burk. Much More Than a Game: Players, Owners, and American Baseball since 1921	xxu	eng	MICHIGAN STATE UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Dunar, A. J.	2	65	HISTORIAN -ALBUQUERQUE THEN ALLENTOWN-	0018-2370	(Uk)RN124483499	HISTORIAN -ALBUQUERQUE THEN ALLENTOWN- 65(2), 457-458. (2002)	David Lake. Entangling Relations: American Foreign Policy in Its Century	xxu	eng	MICHIGAN STATE UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Mills, K.	2	65	HISTORIAN -ALBUQUERQUE THEN ALLENTOWN-	0018-2370	(Uk)RN124483610	HISTORIAN -ALBUQUERQUE THEN ALLENTOWN- 65(2), 471-472. (2002)	Frank Salomon and Stuart B. Schwartz, eds. The Cambridge History of the Native Peoples of the Americas. Volume III, South America, Part 1	xxu	eng	MICHIGAN STATE UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Baskes, J.	2	65	HISTORIAN -ALBUQUERQUE THEN ALLENTOWN-	0018-2370	(Uk)RN124483980	HISTORIAN -ALBUQUERQUE THEN ALLENTOWN- 65(2), 516-517. (2002)	Stanley J. Stein and Barbara H. Stein. Silver, Trade, and War: Spain and America in the Making of Early Modern Europe	xxu	eng	MICHIGAN STATE UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Harcourt, E. J.	2	36	JOURNAL OF SOCIAL HISTORY	0022-4529	(Uk)RN124494527	JOURNAL OF SOCIAL HISTORY -BERKELEY THEN PITTSBURGH- 36(2), 261-282. (2002)	The Whipping of Richard Moore: Reading Emotion in Reconstruction America	xxu	eng	CARNEGIE MELLON UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Hacker, J. S.	2	36	JOURNAL OF SOCIAL HISTORY	0022-4529	(Uk)RN124494709	JOURNAL OF SOCIAL HISTORY -BERKELEY THEN PITTSBURGH- 36(2), 484-486. (2002)	The Price of Citizenship: Redefining the American Welfare State. By Michael B. Katz	xxu	eng	CARNEGIE MELLON UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Nordstrom, J.	2	36	JOURNAL OF SOCIAL HISTORY	0022-4529	(Uk)RN124494874	JOURNAL OF SOCIAL HISTORY -BERKELEY THEN PITTSBURGH- 36(2), 519-521. (2002)	Making Americans: Immigration, Race, and the Origins of the Diverse Democracy. By Desmond King	xxu	eng	CARNEGIE MELLON UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Solinger, R.	4	43	LABOR HISTORY	0023-656X	(Uk)RN124510260	LABOR HISTORY 43(4), 411-418. (2002)	Beggars and Choosers: Motherhood is Not a Class Privilege in America	xxk	eng	Carfax Publishing	2002
History_1a-rdf.tsv	Barrett, J. R.	4	43	LABOR HISTORY	0023-656X	(Uk)RN124510338	LABOR HISTORY 43(4), 465-482. (2002)	Revolution and Personal Crisis: William Z. Foster, Personal Narrative, and the Subjective in the History of American Communism	xxk	eng	Carfax Publishing	2002
History_1a-rdf.tsv	Green, J.	4	43	LABOR HISTORY	0023-656X	(Uk)RN124510387	LABOR HISTORY 43(4), 549-550. (2002)	State of the Union: A Century of American Labor, by Nelson Lichtenstein	xxk	eng	Carfax Publishing	2002
History_1a-rdf.tsv	Neff, H.	1	30	JOURNAL OF ARCHAEOLOGICAL SCIENCE	0305-4403	(Uk)RN124562843	JOURNAL OF ARCHAEOLOGICAL SCIENCE 30(1), 21-36. (2003)	Analysis of Mesoamerican Plumbate Pottery Surfaces by Laser Ablation-Inductively Coupled Plasma-Mass Spectrometry (LA-ICP-MS)	xxk	eng	Academic Press	2003
History_1a-rdf.tsv	Huffstetler, E.	02-Mar	14	STUDIES IN AMERICAN INDIAN LITERATURES -NEW SERIES-	0730-3238	(Uk)RN124571364	STUDIES IN AMERICAN INDIAN LITERATURES -NEW SERIES- 14(2/3), 35-38. (2002)	Voices of American Indian Assimilation and Resistance: Helen Hunt Jackson, Sarah Winnemucca, and Victoria Howard, by Siobhan Senier	xxu	eng	ASSOCIATION FOR THE STUDY OF AMERICAN INDIAN	2002
History_1a-rdf.tsv	Meland, C.	02-Mar	14	STUDIES IN AMERICAN INDIAN LITERATURES -NEW SERIES-	0730-3238	(Uk)RN124571390	STUDIES IN AMERICAN INDIAN LITERATURES -NEW SERIES- 14(2/3), 45-47. (2002)	Captured in the Middle: Tradition and Experience in Contemporary Native American Writing, by Sidner Larson	xxu	eng	ASSOCIATION FOR THE STUDY OF AMERICAN INDIAN	2002
History_1a-rdf.tsv	Payne, D. H.	02-Mar	14	STUDIES IN AMERICAN INDIAN LITERATURES -NEW SERIES-	0730-3238	(Uk)RN124571406	STUDIES IN AMERICAN INDIAN LITERATURES -NEW SERIES- 14(2/3), 48-49. (2002)	The Cherokee Sacred Calendar: A Handbook of the Ancient Native American Tradition, by Raven Hail	xxu	eng	ASSOCIATION FOR THE STUDY OF AMERICAN INDIAN	2002
History_1a-rdf.tsv	Tarter, J.	02-Mar	14	STUDIES IN AMERICAN INDIAN LITERATURES -NEW SERIES-	0730-3238	(Uk)RN124571431	STUDIES IN AMERICAN INDIAN LITERATURES -NEW SERIES- 14(2/3), 59-63. (2002)	American Indian Literature, Environmental Justice, and Ecocriticism: The Middle Place, by Joni Adamson	xxu	eng	ASSOCIATION FOR THE STUDY OF AMERICAN INDIAN	2002
History_1a-rdf.tsv	Vardy, S. B.	4	36	EAST EUROPEAN QUARTERLY	0012-8449	(Uk)RN124574213	EAST EUROPEAN QUARTERLY 36(4), 441-464. (2002)	Archduke Otto von Habsburg and American Hungarian Emigres during and after World War II	xxu	eng	EAST EUROPEAN QUARTERLY	2002
History_1a-rdf.tsv	Ickstadt, H.	4	54	AMERICAN QUARTERLY -MINNEAPOLIS-	0003-0678	(Uk)RN124597286	AMERICAN QUARTERLY -MINNEAPOLIS- 54(4), 543-562. (2002)	American Studies in an Age of Globalization	xxu	eng	JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Bollobas, E.	4	54	AMERICAN QUARTERLY -MINNEAPOLIS-	0003-0678	(Uk)RN124597298	AMERICAN QUARTERLY -MINNEAPOLIS- 54(4), 563-580. (2002)	Dangerous Liaisons: Politics and Epistemology in Post-Cold War American Studies	xxu	eng	JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Nickles, S.	4	54	AMERICAN QUARTERLY -MINNEAPOLIS-	0003-0678	(Uk)RN124597304	AMERICAN QUARTERLY -MINNEAPOLIS- 54(4), 581-622. (2002)	More is Better: Mass Consumption, Gender, and Class Identity in Postwar America	xxu	eng	JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Blanchard, M. W.	4	54	AMERICAN QUARTERLY -MINNEAPOLIS-	0003-0678	(Uk)RN124597328	AMERICAN QUARTERLY -MINNEAPOLIS- 54(4), 661-680. (2002)	Embroidery, Enterprise, and the Modernist Vision in Gilded Age America	xxu	eng	JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Burns, S.	4	54	AMERICAN QUARTERLY -MINNEAPOLIS-	0003-0678	(Uk)RN124597330	AMERICAN QUARTERLY -MINNEAPOLIS- 54(4), 681-690. (2002)	Painting Herself Out of a Corner: The Woman Artist in American Society	xxu	eng	JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Goldstein-Shirley, D.	4	54	AMERICAN QUARTERLY -MINNEAPOLIS-	0003-0678	(Uk)RN124597341	AMERICAN QUARTERLY -MINNEAPOLIS- 54(4), 691-700. (2002)	American Ethnic Studies, or American Studies vs. Ethnic Studies?	xxu	eng	JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Gillespie, G.	4	83	CANADIAN HISTORICAL REVIEW	0008-3755	(Uk)RN124640258	CANADIAN HISTORICAL REVIEW 83(4), 555-584. (2002)	`I Was Well Pleased with Our Sport among the Buffalo': Big-Game Hunters, Travel Writing, and Cultural Imperialism in the British North American West, 1847-72	xxc	eng	UNIVERSITY OF TORONTO PRESS INCORPORATED	2002
History_1a-rdf.tsv	Schmidt, B.	4	30	REVIEWS IN AMERICAN HISTORY	0048-7511	(Uk)RN124651049	REVIEWS IN AMERICAN HISTORY 30(4), 530-540. (2002)	American Natural Joyce E. Chaplin, Subject Matter: Technology, the Body, and Science on the Anglo-American Frontier, 1500-1676	xxu	eng	THE JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Knouff, G. T.	4	30	REVIEWS IN AMERICAN HISTORY	0048-7511	(Uk)RN124651050	REVIEWS IN AMERICAN HISTORY 30(4), 541-548. (2002)	The Repressive American Revolution Francis S. Fox, Sweet Land of Liberty: The Ordeal of the American Revolution in Northampton County, Pennsylvania	xxu	eng	THE JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Cutter, B.	4	30	REVIEWS IN AMERICAN HISTORY	0048-7511	(Uk)RN124651086	REVIEWS IN AMERICAN HISTORY 30(4), 571-576. (2002)	Our Corpses, Our Selves: Anatomy and Identity in American Society Michael Sappol, A Traffic of Dead Bodies: Anatomy and Embodied Social Identity in Nineteenth-Century America	xxu	eng	THE JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Newman, R.	4	30	REVIEWS IN AMERICAN HISTORY	0048-7511	(Uk)RN124651098	REVIEWS IN AMERICAN HISTORY 30(4), 577-584. (2002)	Blinded by Sight (Including Your Own): Looking at Slavery and Race in Anglo-American Culture Marcus Wood, Blind Memory: Visual Representations of Slavery in England and America, 1780-1865	xxu	eng	THE JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Rohrbough, M. J.	4	30	REVIEWS IN AMERICAN HISTORY	0048-7511	(Uk)RN124651104	REVIEWS IN AMERICAN HISTORY 30(4), 585-589. (2002)	Do Good Fences Make Good Neighbors? Beth LaDow, The Medicine Line: Life and Death on a North American Borderland	xxu	eng	THE JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Feurer, R.	4	30	REVIEWS IN AMERICAN HISTORY	0048-7511	(Uk)RN124651130	REVIEWS IN AMERICAN HISTORY 30(4), 614-621. (2002)	Racial Identity and Exclusion in Working-Class America Bruce Nelson, Divided We Stand: American Workers and the Struggle for Black Equality	xxu	eng	THE JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Ross, S. J.	4	30	REVIEWS IN AMERICAN HISTORY	0048-7511	(Uk)RN124651141	REVIEWS IN AMERICAN HISTORY 30(4), 622-630. (2002)	Hollywood, Jews, and America Steven Alan Carr, Hollywood and Anti-Semitism: A Cultural History Up to World War II	xxu	eng	THE JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Brophy, A. L.	4	30	REVIEWS IN AMERICAN HISTORY	0048-7511	(Uk)RN124651153	REVIEWS IN AMERICAN HISTORY 30(4), 631-638. (2002)	Law as a Character of Society: Legal Change in Twentieth-Century America Lawrence M. Friedman, American Law in the Twentieth Century	xxu	eng	THE JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Tuchinsky, A.-M.	4	40	MAINE HISTORY		(Uk)RN124748896	MAINE HISTORY 40(4), 340-342	April 1865: The Month That Saved America, by Jay Winik	xxu	eng		
History_1a-rdf.tsv	Norton, A. R.	660	102	CURRENT HISTORY -NEW YORK THEN PHILADELPHIA-	0011-3530	(Uk)RN124860350	CURRENT HISTORY -NEW YORK THEN PHILADELPHIA- 102(660), 3-6. (2003)	America in the Middle East: Statesmanship versus Politics	xxu	eng	CURRENT HISTORY	2003
History_1a-rdf.tsv	Linden, C.	03-Apr	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124894270	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(3/4), 305-311. (2002)	Negotiating Upward Mobility: The Politics of Authority and Authenticity in US American Culture	xxu	eng	SPRINGER	2002
History_1a-rdf.tsv	Price, J. L.	03-Apr	25	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES		(Uk)RN124894402	JOURNAL OF AMERICAN AND COMPARATIVE CULTURES 25(3/4), 405-411. (2002)	Dying to Win: America's Grieving for Athletes	xxu	eng	SPRINGER	2002
History_1a-rdf.tsv	Stinchcombe, W.	AUT	3	ALBION -ILLINOIS-	0095-1390	(Uk)RN124928655	ALBION -ILLINOIS- 3(AUT), 500-501. (2002)	Andrew Stockley. Britain and France at the Birth of America: The European Powers and the Peace Negotiations of 1782-1783	xxu	eng	APPALACHIAN STATE UNIVERSITY	2002
History_1a-rdf.tsv	Daalder, I. H.	1	21	BROOKINGS REVIEW	0745-1253	(Uk)RN124936974	BROOKINGS REVIEW 21(1), 12-17. (2003)	THE GLOBALIZATION OF POLITICS American foreign policy for a new century	xxu	eng	THE BROOKINGS INSTITUTION	2003
History_1a-rdf.tsv	Brainard, L.	1	21	BROOKINGS REVIEW	0745-1253	(Uk)RN124937000	BROOKINGS REVIEW 21(1), 32-37. (2003)	NO STEPPING BACK America's international economic agenda for 2003-05	xxu	eng	THE BROOKINGS INSTITUTION	2003
History_1a-rdf.tsv	Tomlinson, J.	4	45	HISTORICAL JOURNAL -LONDON- CAMBRIDGE UNIVERSITY PRESS-	0018-246X	(Uk)RN124942925	HISTORICAL JOURNAL -LONDON- CAMBRIDGE UNIVERSITY PRESS- 45(4), 973-974. (2002)	Jonathan Zeitlin and Gary Herrigel, eds. Americanization and its limits: reworking US technology and management in post-war Europe and Japan	xxk	eng	CAMBRIDGE UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Keeley, E.	3	32	IOWA REVIEW	0021-065X	(Uk)RN124950971	IOWA REVIEW 32(3), 26-39. (2002)	Cavafy and His Heirs in America	xxu	eng	DEPARTMENT OF ENGLISH & GRADUATE COLLEGE OF THE INIVERSITY OF IOWA	2002
History_1a-rdf.tsv	Duffy, J. M.	4	32	SOUTH DAKOTA HISTORY	0361-8676	(Uk)RN125033349	SOUTH DAKOTA HISTORY 32(4), 310-330. (2002)	"Casey Tibbs: ""America's Most Beloved Cowboy"""	xxu	eng	SOUTH DAKOTA STATE HISTORICAL SOCIETY	2002
History_1a-rdf.tsv	Fitz, K.	2	47	AMERICAN STUDIES -STUTTGART THEN MUNICH THEN HEIDELBERG-	0340-2827	(Uk)RN125055254	AMERICAN STUDIES -STUTTGART THEN MUNICH THEN HEIDELBERG- 47(2), 257-268. (2002)	The Native American Trickster as Global and Transcultural Principle in Gerald Vizenor's The Heirs of Columbus	gw	eng	WILHELM FINK VERLAG	2002
History_1a-rdf.tsv	Zapf, H.	2	47	AMERICAN STUDIES -STUTTGART THEN MUNICH THEN HEIDELBERG-	0340-2827	(Uk)RN125055278	AMERICAN STUDIES -STUTTGART THEN MUNICH THEN HEIDELBERG- 47(2), 285-300. (2002)	"Ishmael Reed's Rooted Cosmopolitanism: American ""Patriotism"" and Global Writing"	gw	eng	WILHELM FINK VERLAG	2002
History_1a-rdf.tsv	Jacobi, M.	2	34	SOUTH CAROLINA REVIEW	0038-3163	(Uk)RN125065363	SOUTH CAROLINA REVIEW 34(2), 179-181. (2002)	Baseball as American Pivot	xxu	eng	THE SOUTH CAROLINA REVIEW	2002
History_1a-rdf.tsv	Lohse, R.	3	23	SLAVERY AND ABOLITION	0144-039X	(Uk)RN125285181	SLAVERY AND ABOLITION 23(3), 73-92. (2002)	Slave-Trade Nomenclature and African Ethnicities in the Americas: Evidence from Early Eighteenth-Century Costa Rica	xxk	eng	FRANK CASS & CO. LTD	2002
History_1a-rdf.tsv	Grant, S.-M.	3	23	SLAVERY AND ABOLITION	0144-039X	(Uk)RN125285284	SLAVERY AND ABOLITION 23(3), 149-151. (2002)	Race and Reunion: The Civil War in American Memory DAVID W. BLIGHT	xxk	eng	FRANK CASS & CO. LTD	2002
History_1a-rdf.tsv	Newman, J.	3	23	SLAVERY AND ABOLITION	0144-039X	(Uk)RN125285340	SLAVERY AND ABOLITION 23(3), 164-166. (2002)	Remembering Generations: Race and Family in Contemporary African American Fiction ASHRAF H.A. RUSHDY	xxk	eng	FRANK CASS & CO. LTD	2002
History_1a-rdf.tsv	Abdulai, A.	3	32	AFRICA INSIGHT	0256-2804	(Uk)RN125294091	AFRICA INSIGHT 32(3), 51-57. (2002)	They came, they saw, they cautioned The Fifth African African-American Summit was a step in the direction of sustainable development	sa	eng	AFRICA INSTITUTE OF SOUTH AFRICA	2002
History_1a-rdf.tsv	Hargraves, N.	1	29	HISTORY OF EUROPEAN IDEAS	0191-6599	(Uk)RN125323789	HISTORY OF EUROPEAN IDEAS 29(1), 33-54. (2003)	Enterprise, adventure and industry: the formation of `commercial character` in William Robertson's History of America	xxk	eng	Elsevier Science B.V., Amsterdam.	2003
History_1a-rdf.tsv	Fujita-Rony, T. Y.	4	61	JOURNAL OF ASIAN STUDIES -ANN ARBOR-	0021-9118	(Uk)RN125367446	JOURNAL OF ASIAN STUDIES -ANN ARBOR- 61(4), 1329-1330. (2002)	SHIMABUKURO, Born in Seattle: The Campaign for Japanese American Redress	xxu	eng	Association For Asian Studies	2002
History_1a-rdf.tsv	Lind, M.	01-Feb	35	WASHINGTON MONTHLY	0043-0633	(Uk)RN125386982	WASHINGTON MONTHLY 35(1/2), 22-27. (2003)	Deep in the Heart of Darkness Under George W. Bush, the worse of two Texas traditions is shaping America	xxu	eng	WASHINGTON MONTHLY COMPANY	2003
